DATE & TIME, FREQUENCY(Hz)
12 June 2022 08:00:00,50.04
12 June 2022 08:00:05,50
12 June 2022 08:00:10,50.04
12 June 2022 08:00:15,50.04
12 June 2022 08:00:20,50.03
12 June 2022 08:00:25,50.03
12 June 2022 08:00:30,50.02
12 June 2022 08:00:35,50.03
12 June 2022 08:00:40,50.02
12 June 2022 08:00:45,50.03
12 June 2022 08:00:50,50.03
12 June 2022 08:00:55,50.03
12 June 2022 08:01:00,50.03
12 June 2022 08:01:05,50.03
12 June 2022 08:01:10,50.03
12 June 2022 08:01:15,50.02
12 June 2022 08:01:20,50.02
12 June 2022 08:01:25,50.02
12 June 2022 08:01:30,50.03
12 June 2022 08:01:35,50.03
12 June 2022 08:01:40,50.04
12 June 2022 08:01:45,50.03
12 June 2022 08:01:50,50.04
12 June 2022 08:01:55,50.05
12 June 2022 08:02:00,50.05
12 June 2022 08:02:05,50.02
12 June 2022 08:02:10,50.03
12 June 2022 08:02:15,50.03
12 June 2022 08:02:20,50.02
12 June 2022 08:02:25,50.03
12 June 2022 08:02:30,50.04
12 June 2022 08:02:35,50.03
12 June 2022 08:02:40,50.02
12 June 2022 08:02:45,50.03
12 June 2022 08:02:50,50.03
12 June 2022 08:02:55,50.03
12 June 2022 08:03:00,50.04
12 June 2022 08:03:05,50.03
12 June 2022 08:03:10,50.04
12 June 2022 08:03:15,50.05
12 June 2022 08:03:20,50.07
12 June 2022 08:03:25,50.05
12 June 2022 08:03:30,50.05
12 June 2022 08:03:35,50.06
12 June 2022 08:03:40,50.05
12 June 2022 08:03:45,50.05
12 June 2022 08:03:50,50.06
12 June 2022 08:03:55,50.04
12 June 2022 08:04:00,50.05
12 June 2022 08:04:05,50.03
12 June 2022 08:04:10,50.04
12 June 2022 08:04:15,50.05
12 June 2022 08:04:20,50.04
12 June 2022 08:04:25,50.04
12 June 2022 08:04:30,50.05
12 June 2022 08:04:35,50.05
12 June 2022 08:04:40,50.05
12 June 2022 08:04:45,50.05
12 June 2022 08:04:50,50.06
12 June 2022 08:04:55,50.05
12 June 2022 08:05:00,50.06
12 June 2022 08:05:05,50.05
12 June 2022 08:05:10,50.08
12 June 2022 08:05:15,50.05
12 June 2022 08:05:20,50.07
12 June 2022 08:05:25,50.07
12 June 2022 08:05:30,50.06
12 June 2022 08:05:35,50.07
12 June 2022 08:05:40,50.08
12 June 2022 08:05:45,50.07
12 June 2022 08:05:50,50.08
12 June 2022 08:05:55,50.07
12 June 2022 08:06:00,50.07
12 June 2022 08:06:05,50.05
12 June 2022 08:06:10,50.07
12 June 2022 08:06:15,50.06
12 June 2022 08:06:20,50.07
12 June 2022 08:06:25,50.07
12 June 2022 08:06:30,50.06
12 June 2022 08:06:35,50.05
12 June 2022 08:06:40,50.07
12 June 2022 08:06:45,50.07
12 June 2022 08:06:50,50.07
12 June 2022 08:06:55,50.06
12 June 2022 08:07:00,50.06
12 June 2022 08:07:05,50.06
12 June 2022 08:07:10,50.07
12 June 2022 08:07:15,50.07
12 June 2022 08:07:20,50.05
12 June 2022 08:07:25,50.06
