DATE & TIME, FREQUENCY(Hz)
12 June 2022 15:00:00,50.1
12 June 2022 15:00:05,50.07
12 June 2022 15:00:10,50.11
12 June 2022 15:00:15,50.1
12 June 2022 15:00:20,50.1
12 June 2022 15:00:25,50.1
12 June 2022 15:00:30,50.1
12 June 2022 15:00:35,50.11
12 June 2022 15:00:40,50.1
12 June 2022 15:00:45,50.11
12 June 2022 15:00:50,50.11
12 June 2022 15:00:55,50.11
12 June 2022 15:01:00,50.11
12 June 2022 15:01:05,50.1
12 June 2022 15:01:10,50.11
12 June 2022 15:01:15,50.11
12 June 2022 15:01:20,50.11
12 June 2022 15:01:25,50.11
12 June 2022 15:01:30,50.11
12 June 2022 15:01:35,50.11
12 June 2022 15:01:40,50.11
12 June 2022 15:01:45,50.11
12 June 2022 15:01:50,50.11
12 June 2022 15:01:55,50.12
12 June 2022 15:02:00,50.11
12 June 2022 15:02:05,50.11
12 June 2022 15:02:10,50.11
12 June 2022 15:02:15,50.11
12 June 2022 15:02:20,50.11
12 June 2022 15:02:25,50.11
12 June 2022 15:02:30,50.1
12 June 2022 15:02:35,50.1
12 June 2022 15:02:40,50.11
12 June 2022 15:02:45,50.1
12 June 2022 15:02:50,50.1
12 June 2022 15:02:55,50.1
12 June 2022 15:03:00,50.08
12 June 2022 15:03:05,50.07
12 June 2022 15:03:10,50.09
12 June 2022 15:03:15,50.09
12 June 2022 15:03:20,50.08
12 June 2022 15:03:25,50.1
12 June 2022 15:03:30,50.1
12 June 2022 15:03:35,50.09
12 June 2022 15:03:40,50.1
12 June 2022 15:03:45,50.1
12 June 2022 15:03:50,50.1
12 June 2022 15:03:55,50.1
12 June 2022 15:04:00,50.1
12 June 2022 15:04:05,50.1
12 June 2022 15:04:10,50.11
12 June 2022 15:04:15,50.11
12 June 2022 15:04:20,50.11
12 June 2022 15:04:25,50.11
12 June 2022 15:04:30,50.11
12 June 2022 15:04:35,50.11
12 June 2022 15:04:40,50.11
12 June 2022 15:04:45,50.11
12 June 2022 15:04:50,50.11
12 June 2022 15:04:55,50.1
12 June 2022 15:05:00,50.11
12 June 2022 15:05:05,50.09
12 June 2022 15:05:10,50.09
12 June 2022 15:05:15,50.09
12 June 2022 15:05:20,50.09
12 June 2022 15:05:25,50.07
12 June 2022 15:05:30,50.07
12 June 2022 15:05:35,50.07
12 June 2022 15:05:40,50.08
12 June 2022 15:05:45,50.09
12 June 2022 15:05:50,50.07
12 June 2022 15:05:55,50.06
12 June 2022 15:06:00,50.06
12 June 2022 15:06:05,50.01
12 June 2022 15:06:10,50.04
