DATE & TIME, FREQUENCY(Hz)
12 June 2022 21:00:00,49.99
12 June 2022 21:00:05,49.96
12 June 2022 21:00:10,49.96
12 June 2022 21:00:15,50
12 June 2022 21:00:20,50.01
12 June 2022 21:00:25,50.01
12 June 2022 21:00:30,50.02
12 June 2022 21:00:35,50.03
12 June 2022 21:00:40,50.03
12 June 2022 21:00:45,50.03
12 June 2022 21:00:50,50.05
12 June 2022 21:00:55,50.04
12 June 2022 21:01:00,50.04
12 June 2022 21:01:05,50.04
12 June 2022 21:01:10,50.05
12 June 2022 21:01:15,50.04
12 June 2022 21:01:20,50.04
12 June 2022 21:01:25,50.04
12 June 2022 21:01:30,50.04
12 June 2022 21:01:35,50.04
12 June 2022 21:01:40,50.05
12 June 2022 21:01:45,50.05
12 June 2022 21:01:50,50.04
12 June 2022 21:01:55,50.04
12 June 2022 21:02:00,50.05
12 June 2022 21:02:05,50.03
12 June 2022 21:02:10,50.06
12 June 2022 21:02:15,50.07
12 June 2022 21:02:20,50.06
12 June 2022 21:02:25,50.05
12 June 2022 21:02:30,50.07
12 June 2022 21:02:35,50.06
12 June 2022 21:02:40,50.06
12 June 2022 21:02:45,50.07
12 June 2022 21:02:50,50.08
12 June 2022 21:02:55,50.08
12 June 2022 21:03:00,50.07
12 June 2022 21:03:05,50.06
12 June 2022 21:03:10,50.07
12 June 2022 21:03:15,50.07
12 June 2022 21:03:20,50.07
12 June 2022 21:03:25,50.08
12 June 2022 21:03:30,50.08
12 June 2022 21:03:35,50.07
12 June 2022 21:03:40,50.07
12 June 2022 21:03:45,50.06
12 June 2022 21:03:50,50.06
12 June 2022 21:03:55,50.06
12 June 2022 21:04:00,50.07
12 June 2022 21:04:05,50.06
12 June 2022 21:04:10,50.07
12 June 2022 21:04:15,50.07
12 June 2022 21:04:20,50.07
12 June 2022 21:04:25,50.07
12 June 2022 21:04:30,50.07
12 June 2022 21:04:35,50.07
12 June 2022 21:04:40,50.08
12 June 2022 21:04:45,50.06
12 June 2022 21:04:50,50.04
12 June 2022 21:04:55,50.05
12 June 2022 21:05:00,50.05
12 June 2022 21:05:05,50.02
12 June 2022 21:05:10,50.04
12 June 2022 21:05:15,50.06
12 June 2022 21:05:20,50.03
12 June 2022 21:05:25,50.01
12 June 2022 21:05:30,50.02
12 June 2022 21:05:35,50.02
12 June 2022 21:05:40,50
12 June 2022 21:05:45,50
12 June 2022 21:05:50,50
12 June 2022 21:05:55,50
12 June 2022 21:06:00,50.02
12 June 2022 21:06:05,49.99
12 June 2022 21:06:10,49.96
12 June 2022 21:06:15,49.97
12 June 2022 21:06:20,49.99
12 June 2022 21:06:25,49.99
12 June 2022 21:06:30,50
12 June 2022 21:06:35,50
12 June 2022 21:06:40,49.99
12 June 2022 21:06:45,49.97
12 June 2022 21:06:50,49.99
12 June 2022 21:06:55,50
12 June 2022 21:07:00,50
12 June 2022 21:07:05,49.97
12 June 2022 21:07:10,49.96
12 June 2022 21:07:15,49.97
12 June 2022 21:07:20,49.98
12 June 2022 21:07:25,49.97
12 June 2022 21:07:30,50
12 June 2022 21:07:35,50
12 June 2022 21:07:40,49.99
12 June 2022 21:07:45,49.96
12 June 2022 21:07:50,49.95
12 June 2022 21:07:55,49.96
12 June 2022 21:08:00,49.98
12 June 2022 21:08:05,49.96
12 June 2022 21:08:10,49.98
12 June 2022 21:08:15,49.97
12 June 2022 21:08:20,49.96
12 June 2022 21:08:25,49.96
12 June 2022 21:08:30,49.98
12 June 2022 21:08:35,49.97
12 June 2022 21:08:40,49.97
12 June 2022 21:08:45,49.99
12 June 2022 21:08:50,49.98
12 June 2022 21:08:55,49.95
12 June 2022 21:09:00,49.94
12 June 2022 21:09:05,49.95
12 June 2022 21:09:10,49.95
12 June 2022 21:09:15,49.95
12 June 2022 21:09:20,49.97
12 June 2022 21:09:25,49.95
12 June 2022 21:09:30,49.94
12 June 2022 21:09:35,49.94
12 June 2022 21:09:40,49.96
12 June 2022 21:09:45,49.95
12 June 2022 21:09:50,49.95
12 June 2022 21:09:55,49.96
12 June 2022 21:10:00,49.95
12 June 2022 21:10:05,49.92
12 June 2022 21:10:10,49.96
12 June 2022 21:10:15,49.97
12 June 2022 21:10:20,49.96
12 June 2022 21:10:25,49.94
12 June 2022 21:10:30,49.93
12 June 2022 21:10:35,49.95
12 June 2022 21:10:40,49.95
12 June 2022 21:10:45,49.93
12 June 2022 21:10:50,49.93
12 June 2022 21:10:55,49.93
12 June 2022 21:11:00,49.95
12 June 2022 21:11:05,49.93
12 June 2022 21:11:10,49.93
12 June 2022 21:11:15,49.93
12 June 2022 21:11:20,49.93
12 June 2022 21:11:25,49.92
12 June 2022 21:11:30,49.93
12 June 2022 21:11:35,49.93
12 June 2022 21:11:40,49.91
12 June 2022 21:11:45,49.91
12 June 2022 21:11:50,49.92
12 June 2022 21:11:55,49.92
12 June 2022 21:12:00,49.91
12 June 2022 21:12:05,49.91
12 June 2022 21:12:10,49.92
12 June 2022 21:12:15,49.91
12 June 2022 21:12:20,49.9
12 June 2022 21:12:25,49.9
12 June 2022 21:12:30,49.9
12 June 2022 21:12:35,49.9
12 June 2022 21:12:40,49.91
12 June 2022 21:12:45,49.92
12 June 2022 21:12:50,49.92
12 June 2022 21:12:55,49.9
12 June 2022 21:13:00,49.9
12 June 2022 21:13:05,49.9
12 June 2022 21:13:10,49.91
12 June 2022 21:13:15,49.9
12 June 2022 21:13:20,49.9
12 June 2022 21:13:25,49.9
12 June 2022 21:13:30,49.9
12 June 2022 21:13:35,49.89
12 June 2022 21:13:40,49.9
12 June 2022 21:13:45,49.9
12 June 2022 21:13:50,49.9
12 June 2022 21:13:55,49.9
12 June 2022 21:14:00,49.9
12 June 2022 21:14:05,49.89
12 June 2022 21:14:10,49.89
12 June 2022 21:14:15,49.88
12 June 2022 21:14:20,49.88
