DATE & TIME, FREQUENCY(Hz)
12 June 2022 17:00:00,50.06
12 June 2022 17:00:05,50.01
12 June 2022 17:00:10,50.07
12 June 2022 17:00:15,50.06
12 June 2022 17:00:20,50.03
12 June 2022 17:00:25,50.05
12 June 2022 17:00:30,50.06
12 June 2022 17:00:35,50.05
12 June 2022 17:00:40,50.05
12 June 2022 17:00:45,50.07
12 June 2022 17:00:50,50.06
12 June 2022 17:00:55,50.05
12 June 2022 17:01:00,50.05
12 June 2022 17:01:05,50.03
12 June 2022 17:01:10,50.06
12 June 2022 17:01:15,50.06
12 June 2022 17:01:20,50.06
12 June 2022 17:01:25,50.06
12 June 2022 17:01:30,50.06
12 June 2022 17:01:35,50.04
12 June 2022 17:01:40,50.04
12 June 2022 17:01:45,50.04
12 June 2022 17:01:50,50.05
12 June 2022 17:01:55,50.06
12 June 2022 17:02:00,50.06
12 June 2022 17:02:05,50.03
12 June 2022 17:02:10,50.04
12 June 2022 17:02:15,50.07
12 June 2022 17:02:20,50.07
12 June 2022 17:02:25,50.06
12 June 2022 17:02:30,50.07
12 June 2022 17:02:35,50.04
12 June 2022 17:02:40,50.04
12 June 2022 17:02:45,50.04
12 June 2022 17:02:50,50.04
12 June 2022 17:02:55,50.05
12 June 2022 17:03:00,50.05
12 June 2022 17:03:05,50.01
12 June 2022 17:03:10,50.01
12 June 2022 17:03:15,50.03
12 June 2022 17:03:20,50.04
12 June 2022 17:03:25,50.03
12 June 2022 17:03:30,50.03
12 June 2022 17:03:35,50.03
12 June 2022 17:03:40,50.02
12 June 2022 17:03:45,50.03
12 June 2022 17:03:50,50.03
12 June 2022 17:03:55,50.01
12 June 2022 17:04:00,50.03
12 June 2022 17:04:05,50.03
12 June 2022 17:04:10,50.02
12 June 2022 17:04:15,50.03
12 June 2022 17:04:20,50.02
12 June 2022 17:04:25,50.02
12 June 2022 17:04:30,50.01
12 June 2022 17:04:35,50.02
12 June 2022 17:04:40,50.05
12 June 2022 17:04:45,50.04
12 June 2022 17:04:50,50.02
12 June 2022 17:04:55,50.04
12 June 2022 17:05:00,50.03
12 June 2022 17:05:05,50
12 June 2022 17:05:10,50.03
12 June 2022 17:05:15,50.03
12 June 2022 17:05:20,50.02
12 June 2022 17:05:25,50
12 June 2022 17:05:30,50.01
12 June 2022 17:05:35,50.02
12 June 2022 17:05:40,50
12 June 2022 17:05:45,49.99
12 June 2022 17:05:50,49.99
12 June 2022 17:05:55,50.03
12 June 2022 17:06:00,50
12 June 2022 17:06:05,49.96
12 June 2022 17:06:10,49.97
12 June 2022 17:06:15,49.97
12 June 2022 17:06:20,49.94
12 June 2022 17:06:25,49.96
12 June 2022 17:06:30,49.97
12 June 2022 17:06:35,49.96
12 June 2022 17:06:40,49.96
12 June 2022 17:06:45,49.96
12 June 2022 17:06:50,49.95
12 June 2022 17:06:55,49.96
12 June 2022 17:07:00,49.97
12 June 2022 17:07:05,49.95
12 June 2022 17:07:10,49.97
12 June 2022 17:07:15,49.97
12 June 2022 17:07:20,49.97
12 June 2022 17:07:25,49.95
12 June 2022 17:07:30,49.94
12 June 2022 17:07:35,49.96
12 June 2022 17:07:40,49.94
12 June 2022 17:07:45,49.93
12 June 2022 17:07:50,49.95
12 June 2022 17:07:55,49.93
12 June 2022 17:08:00,49.92
12 June 2022 17:08:05,49.92
12 June 2022 17:08:10,49.93
12 June 2022 17:08:15,49.93
12 June 2022 17:08:20,49.92
12 June 2022 17:08:25,49.95
12 June 2022 17:08:30,49.96
12 June 2022 17:08:35,49.95
12 June 2022 17:08:40,49.94
12 June 2022 17:08:45,49.95
12 June 2022 17:08:50,49.96
12 June 2022 17:08:55,49.94
12 June 2022 17:09:00,49.95
12 June 2022 17:09:05,49.94
12 June 2022 17:09:10,49.95
12 June 2022 17:09:15,49.94
12 June 2022 17:09:20,49.95
12 June 2022 17:09:25,49.95
12 June 2022 17:09:30,49.94
12 June 2022 17:09:35,49.94
12 June 2022 17:09:40,49.95
12 June 2022 17:09:45,49.95
12 June 2022 17:09:50,49.95
12 June 2022 17:09:55,49.95
12 June 2022 17:10:00,49.94
12 June 2022 17:10:05,49.9
12 June 2022 17:10:10,49.93
12 June 2022 17:10:15,49.93
12 June 2022 17:10:20,49.91
12 June 2022 17:10:25,49.92
12 June 2022 17:10:30,49.91
12 June 2022 17:10:35,49.92
12 June 2022 17:10:40,49.92
12 June 2022 17:10:45,49.93
12 June 2022 17:10:50,49.93
12 June 2022 17:10:55,49.94
12 June 2022 17:11:00,49.94
12 June 2022 17:11:05,49.92
12 June 2022 17:11:10,49.92
12 June 2022 17:11:15,49.93
12 June 2022 17:11:20,49.95
12 June 2022 17:11:25,49.96
12 June 2022 17:11:30,49.95
12 June 2022 17:11:35,49.93
12 June 2022 17:11:40,49.93
12 June 2022 17:11:45,49.96
12 June 2022 17:11:50,49.98
12 June 2022 17:11:55,50
12 June 2022 17:12:00,49.96
12 June 2022 17:12:05,49.94
12 June 2022 17:12:10,49.95
12 June 2022 17:12:15,49.96
12 June 2022 17:12:20,49.96
12 June 2022 17:12:25,49.96
12 June 2022 17:12:30,49.93
12 June 2022 17:12:35,49.95
12 June 2022 17:12:40,49.98
12 June 2022 17:12:45,49.96
12 June 2022 17:12:50,49.95
12 June 2022 17:12:55,49.97
12 June 2022 17:13:00,49.98
12 June 2022 17:13:05,49.95
12 June 2022 17:13:10,49.97
12 June 2022 17:13:15,49.97
12 June 2022 17:13:20,49.94
12 June 2022 17:13:25,49.94
12 June 2022 17:13:30,49.95
12 June 2022 17:13:35,49.97
12 June 2022 17:13:40,49.94
12 June 2022 17:13:45,49.94
12 June 2022 17:13:50,49.95
12 June 2022 17:13:55,49.96
12 June 2022 17:14:00,49.94
