DATE & TIME, FREQUENCY(Hz)
12 June 2022 20:00:00,49.93
12 June 2022 20:00:05,49.89
12 June 2022 20:00:10,49.93
12 June 2022 20:00:15,49.94
12 June 2022 20:00:20,49.91
12 June 2022 20:00:25,49.9
12 June 2022 20:00:30,49.91
12 June 2022 20:00:35,49.92
12 June 2022 20:00:40,49.92
12 June 2022 20:00:45,49.94
12 June 2022 20:00:50,49.93
12 June 2022 20:00:55,49.92
12 June 2022 20:01:00,49.9
12 June 2022 20:01:05,49.89
12 June 2022 20:01:10,49.91
12 June 2022 20:01:15,49.93
12 June 2022 20:01:20,49.94
12 June 2022 20:01:25,49.93
12 June 2022 20:01:30,49.91
12 June 2022 20:01:35,49.9
12 June 2022 20:01:40,49.9
12 June 2022 20:01:45,49.9
12 June 2022 20:01:50,49.91
12 June 2022 20:01:55,49.9
12 June 2022 20:02:00,49.89
12 June 2022 20:02:05,49.89
12 June 2022 20:02:10,49.89
12 June 2022 20:02:15,49.89
12 June 2022 20:02:20,49.9
12 June 2022 20:02:25,49.91
12 June 2022 20:02:30,49.91
12 June 2022 20:02:35,49.91
12 June 2022 20:02:40,49.9
12 June 2022 20:02:45,49.9
12 June 2022 20:02:50,49.92
12 June 2022 20:02:55,49.92
12 June 2022 20:03:00,49.92
12 June 2022 20:03:05,49.89
12 June 2022 20:03:10,49.89
12 June 2022 20:03:15,49.89
12 June 2022 20:03:20,49.9
12 June 2022 20:03:25,49.93
12 June 2022 20:03:30,49.95
12 June 2022 20:03:35,49.93
12 June 2022 20:03:40,49.94
12 June 2022 20:03:45,49.96
12 June 2022 20:03:50,49.95
12 June 2022 20:03:55,49.94
12 June 2022 20:04:00,49.94
12 June 2022 20:04:05,49.9
12 June 2022 20:04:10,49.91
12 June 2022 20:04:15,49.93
12 June 2022 20:04:20,49.92
12 June 2022 20:04:25,49.9
12 June 2022 20:04:30,49.9
12 June 2022 20:04:35,49.9
12 June 2022 20:04:40,49.9
12 June 2022 20:04:45,49.89
12 June 2022 20:04:50,49.9
12 June 2022 20:04:55,49.9
12 June 2022 20:05:00,49.89
12 June 2022 20:05:05,49.88
12 June 2022 20:05:10,49.88
12 June 2022 20:05:15,49.88
12 June 2022 20:05:20,49.88
12 June 2022 20:05:25,49.88
12 June 2022 20:05:30,49.89
12 June 2022 20:05:35,49.89
12 June 2022 20:05:40,49.9
12 June 2022 20:05:45,49.9
12 June 2022 20:05:50,49.9
12 June 2022 20:05:55,49.92
12 June 2022 20:06:00,49.93
12 June 2022 20:06:05,49.9
12 June 2022 20:06:10,49.9
12 June 2022 20:06:15,49.91
12 June 2022 20:06:20,49.93
12 June 2022 20:06:25,49.94
12 June 2022 20:06:30,49.93
12 June 2022 20:06:35,49.91
12 June 2022 20:06:40,49.93
12 June 2022 20:06:45,49.96
12 June 2022 20:06:50,49.98
12 June 2022 20:06:55,49.96
12 June 2022 20:07:00,49.98
12 June 2022 20:07:05,49.97
12 June 2022 20:07:10,49.99
12 June 2022 20:07:15,50.01
12 June 2022 20:07:20,50.02
12 June 2022 20:07:25,50.02
12 June 2022 20:07:30,50.04
12 June 2022 20:07:35,50.05
12 June 2022 20:07:40,50.04
12 June 2022 20:07:45,50.04
12 June 2022 20:07:50,50.04
12 June 2022 20:07:55,50.04
12 June 2022 20:08:00,50.04
12 June 2022 20:08:05,50.05
12 June 2022 20:08:10,50.06
12 June 2022 20:08:15,50.06
12 June 2022 20:08:20,50.07
12 June 2022 20:08:25,50.07
12 June 2022 20:08:30,50.07
12 June 2022 20:08:35,50.08
12 June 2022 20:08:40,50.08
12 June 2022 20:08:45,50.06
12 June 2022 20:08:50,50.07
12 June 2022 20:08:55,50.09
12 June 2022 20:09:00,50.09
12 June 2022 20:09:05,50.06
12 June 2022 20:09:10,50.07
12 June 2022 20:09:15,50.07
12 June 2022 20:09:20,50.08
12 June 2022 20:09:25,50.1
12 June 2022 20:09:30,50.08
12 June 2022 20:09:35,50.07
12 June 2022 20:09:40,50.1
12 June 2022 20:09:45,50.1
12 June 2022 20:09:50,50.1
12 June 2022 20:09:55,50.09
12 June 2022 20:10:00,50.09
12 June 2022 20:10:05,50.06
12 June 2022 20:10:10,50.11
12 June 2022 20:10:15,50.09
12 June 2022 20:10:20,50.07
12 June 2022 20:10:25,50.08
12 June 2022 20:10:30,50.09
12 June 2022 20:10:35,50.09
12 June 2022 20:10:40,50.08
12 June 2022 20:10:45,50.07
12 June 2022 20:10:50,50.07
12 June 2022 20:10:55,50.08
12 June 2022 20:11:00,50.07
12 June 2022 20:11:05,50.06
12 June 2022 20:11:10,50.07
12 June 2022 20:11:15,50.07
12 June 2022 20:11:20,50.08
12 June 2022 20:11:25,50.07
12 June 2022 20:11:30,50.07
12 June 2022 20:11:35,50.06
12 June 2022 20:11:40,50.06
12 June 2022 20:11:45,50.05
12 June 2022 20:11:50,50.03
12 June 2022 20:11:55,50.03
12 June 2022 20:12:00,50.03
12 June 2022 20:12:05,50.01
12 June 2022 20:12:10,50.03
12 June 2022 20:12:15,50.04
12 June 2022 20:12:20,50.03
12 June 2022 20:12:25,50.03
12 June 2022 20:12:30,50.04
12 June 2022 20:12:35,50.04
12 June 2022 20:12:40,50.03
12 June 2022 20:12:45,50.02
12 June 2022 20:12:50,50.02
12 June 2022 20:12:55,50.03
12 June 2022 20:13:00,50.03
12 June 2022 20:13:05,50.02
12 June 2022 20:13:10,50.04
12 June 2022 20:13:15,50.04
12 June 2022 20:13:20,50.03
12 June 2022 20:13:25,50.02
12 June 2022 20:13:30,50.01
12 June 2022 20:13:35,50.02
12 June 2022 20:13:40,50.03
12 June 2022 20:13:45,50.02
12 June 2022 20:13:50,50.01
12 June 2022 20:13:55,50
12 June 2022 20:14:00,50.01
12 June 2022 20:14:05,50
12 June 2022 20:14:10,50.01
12 June 2022 20:14:15,50.03
12 June 2022 20:14:20,50.02
12 June 2022 20:14:25,50.02
12 June 2022 20:14:30,50.04
12 June 2022 20:14:35,50.04
12 June 2022 20:14:40,50.03
12 June 2022 20:14:45,50.02
12 June 2022 20:14:50,50.01
12 June 2022 20:14:55,50.01
12 June 2022 20:15:00,50
12 June 2022 20:15:05,49.94
12 June 2022 20:15:10,49.97
12 June 2022 20:15:15,50
12 June 2022 20:15:20,49.99
12 June 2022 20:15:25,50
12 June 2022 20:15:30,50.01
12 June 2022 20:15:35,50.02
12 June 2022 20:15:40,50.01
12 June 2022 20:15:45,50.01
12 June 2022 20:15:50,50.02
12 June 2022 20:15:55,50.01
12 June 2022 20:16:00,50
12 June 2022 20:16:05,49.98
12 June 2022 20:16:10,49.99
12 June 2022 20:16:15,50.02
12 June 2022 20:16:20,50.03
12 June 2022 20:16:25,50.01
12 June 2022 20:16:30,50.01
12 June 2022 20:16:35,50.02
12 June 2022 20:16:40,50.02
12 June 2022 20:16:45,50.01
12 June 2022 20:16:50,49.98
12 June 2022 20:16:55,50
12 June 2022 20:17:00,50.03
12 June 2022 20:17:05,50
12 June 2022 20:17:10,49.99
12 June 2022 20:17:15,49.99
12 June 2022 20:17:20,50
12 June 2022 20:17:25,50.02
12 June 2022 20:17:30,50.01
12 June 2022 20:17:35,49.97
12 June 2022 20:17:40,49.95
12 June 2022 20:17:45,50
12 June 2022 20:17:50,50.01
12 June 2022 20:17:55,49.99
12 June 2022 20:18:00,49.99
12 June 2022 20:18:05,49.98
12 June 2022 20:18:10,49.99
12 June 2022 20:18:15,50
12 June 2022 20:18:20,50.01
12 June 2022 20:18:25,50.03
12 June 2022 20:18:30,50.02
12 June 2022 20:18:35,50.01
12 June 2022 20:18:40,50.03
12 June 2022 20:18:45,50.03
12 June 2022 20:18:50,50.03
12 June 2022 20:18:55,50.02
12 June 2022 20:19:00,50.03
12 June 2022 20:19:05,50.02
12 June 2022 20:19:10,50.02
12 June 2022 20:19:15,50.02
12 June 2022 20:19:20,50.02
12 June 2022 20:19:25,50.02
12 June 2022 20:19:30,50.03
12 June 2022 20:19:35,50.04
12 June 2022 20:19:40,50.03
12 June 2022 20:19:45,50.02
12 June 2022 20:19:50,50.01
12 June 2022 20:19:55,50.01
12 June 2022 20:20:00,49.99
12 June 2022 20:20:05,49.97
12 June 2022 20:20:10,50
12 June 2022 20:20:15,50.02
12 June 2022 20:20:20,50.03
12 June 2022 20:20:25,50.02
12 June 2022 20:20:30,50.02
12 June 2022 20:20:35,50.02
12 June 2022 20:20:40,50.02
12 June 2022 20:20:45,50.02
12 June 2022 20:20:50,50.02
12 June 2022 20:20:55,50.04
12 June 2022 20:21:00,50.03
12 June 2022 20:21:05,50
12 June 2022 20:21:10,49.99
12 June 2022 20:21:15,50.03
12 June 2022 20:21:20,50.04
12 June 2022 20:21:25,50.04
12 June 2022 20:21:30,50.04
12 June 2022 20:21:35,50.03
12 June 2022 20:21:40,50.03
12 June 2022 20:21:45,50.04
12 June 2022 20:21:50,50.02
12 June 2022 20:21:55,50.02
12 June 2022 20:22:00,50.04
12 June 2022 20:22:05,50.02
12 June 2022 20:22:10,50.01
12 June 2022 20:22:15,50.02
12 June 2022 20:22:20,50.05
12 June 2022 20:22:25,50.04
12 June 2022 20:22:30,50.04
12 June 2022 20:22:35,50.03
12 June 2022 20:22:40,50.03
12 June 2022 20:22:45,50.03
12 June 2022 20:22:50,50.03
12 June 2022 20:22:55,50.03
12 June 2022 20:23:00,50.03
12 June 2022 20:23:05,50.02
12 June 2022 20:23:10,50.04
12 June 2022 20:23:15,50.03
12 June 2022 20:23:20,50.03
12 June 2022 20:23:25,50.03
12 June 2022 20:23:30,50.06
12 June 2022 20:23:35,50.05
12 June 2022 20:23:40,50.04
12 June 2022 20:23:45,50.04
12 June 2022 20:23:50,50.05
12 June 2022 20:23:55,50.04
12 June 2022 20:24:00,50.03
12 June 2022 20:24:05,50.04
12 June 2022 20:24:10,50.05
12 June 2022 20:24:15,50.04
12 June 2022 20:24:20,50.02
12 June 2022 20:24:25,50.02
12 June 2022 20:24:30,50.03
12 June 2022 20:24:35,50.03
12 June 2022 20:24:40,50.03
12 June 2022 20:24:45,50.03
12 June 2022 20:24:50,50.04
12 June 2022 20:24:55,50.04
12 June 2022 20:25:00,50.04
12 June 2022 20:25:05,50.02
12 June 2022 20:25:10,50.02
12 June 2022 20:25:15,50.02
12 June 2022 20:25:20,50.02
12 June 2022 20:25:25,50.03
12 June 2022 20:25:30,50.04
12 June 2022 20:25:35,50.04
12 June 2022 20:25:40,50.04
12 June 2022 20:25:45,50.03
12 June 2022 20:25:50,50.02
12 June 2022 20:25:55,50.03
12 June 2022 20:26:00,50.06
12 June 2022 20:26:05,50.03
12 June 2022 20:26:10,50.03
12 June 2022 20:26:15,50.04
12 June 2022 20:26:20,50.04
12 June 2022 20:26:25,50.02
12 June 2022 20:26:30,50.02
12 June 2022 20:26:35,50.04
12 June 2022 20:26:40,50.04
12 June 2022 20:26:45,50.03
12 June 2022 20:26:50,50.04
12 June 2022 20:26:55,50.06
12 June 2022 20:27:00,50.06
12 June 2022 20:27:05,50.03
12 June 2022 20:27:10,50.04
12 June 2022 20:27:15,50.04
12 June 2022 20:27:20,50.05
12 June 2022 20:27:25,50.05
12 June 2022 20:27:30,50.03
12 June 2022 20:27:35,50.04
12 June 2022 20:27:40,50.05
12 June 2022 20:27:45,50.04
12 June 2022 20:27:50,50.03
12 June 2022 20:27:55,50.02
12 June 2022 20:28:00,50.04
12 June 2022 20:28:05,50.02
12 June 2022 20:28:10,50.03
12 June 2022 20:28:15,50.03
12 June 2022 20:28:20,50.03
12 June 2022 20:28:25,50.05
12 June 2022 20:28:30,50.06
12 June 2022 20:28:35,50.05
12 June 2022 20:28:40,50.06
12 June 2022 20:28:45,50.05
12 June 2022 20:28:50,50.04
12 June 2022 20:28:55,50.05
12 June 2022 20:29:00,50.05
12 June 2022 20:29:05,50.05
12 June 2022 20:29:10,50.05
12 June 2022 20:29:15,50.05
12 June 2022 20:29:20,50.05
12 June 2022 20:29:25,50.06
12 June 2022 20:29:30,50.06
12 June 2022 20:29:35,50.04
12 June 2022 20:29:40,50.03
12 June 2022 20:29:45,50.02
12 June 2022 20:29:50,50.03
12 June 2022 20:29:55,50.04
12 June 2022 20:30:00,50.04
12 June 2022 20:30:05,49.99
12 June 2022 20:30:10,50.03
12 June 2022 20:30:15,50.06
12 June 2022 20:30:20,50.04
12 June 2022 20:30:25,50.03
12 June 2022 20:30:30,50.05
12 June 2022 20:30:35,50.05
12 June 2022 20:30:40,50.06
12 June 2022 20:30:45,50.06
12 June 2022 20:30:50,50.05
12 June 2022 20:30:55,50.06
12 June 2022 20:31:00,50.06
12 June 2022 20:31:05,50.03
