DATE & TIME, FREQUENCY(Hz)
12 June 2022 00:00:00,50.02
12 June 2022 00:00:05,49.95
12 June 2022 00:00:10,49.99
12 June 2022 00:00:15,49.99
12 June 2022 00:00:20,49.96
12 June 2022 00:00:25,49.96
12 June 2022 00:00:30,49.98
12 June 2022 00:00:35,49.99
12 June 2022 00:00:40,49.97
12 June 2022 00:00:45,49.97
12 June 2022 00:00:50,49.97
12 June 2022 00:00:55,49.96
12 June 2022 00:01:00,49.96
12 June 2022 00:01:05,49.95
12 June 2022 00:01:10,49.98
12 June 2022 00:01:15,49.99
12 June 2022 00:01:20,49.99
12 June 2022 00:01:25,50
12 June 2022 00:01:30,50.01
12 June 2022 00:01:35,50.01
12 June 2022 00:01:40,50.01
12 June 2022 00:01:45,50
12 June 2022 00:01:50,50
12 June 2022 00:01:55,49.99
12 June 2022 00:02:00,49.97
12 June 2022 00:02:05,49.95
12 June 2022 00:02:10,49.98
12 June 2022 00:02:15,49.98
12 June 2022 00:02:20,49.98
12 June 2022 00:02:25,49.98
12 June 2022 00:02:30,49.98
12 June 2022 00:02:35,49.98
12 June 2022 00:02:40,49.98
12 June 2022 00:02:45,49.98
12 June 2022 00:02:50,49.98
12 June 2022 00:02:55,49.97
12 June 2022 00:03:00,49.99
12 June 2022 00:03:05,49.98
12 June 2022 00:03:10,49.99
12 June 2022 00:03:15,50
12 June 2022 00:03:20,50.01
12 June 2022 00:03:25,50
12 June 2022 00:03:30,49.98
12 June 2022 00:03:35,49.98
12 June 2022 00:03:40,49.98
12 June 2022 00:03:45,49.98
12 June 2022 00:03:50,49.98
12 June 2022 00:03:55,49.98
12 June 2022 00:04:00,50
12 June 2022 00:04:05,50
12 June 2022 00:04:10,50
12 June 2022 00:04:15,49.97
12 June 2022 00:04:20,49.99
12 June 2022 00:04:25,50.02
12 June 2022 00:04:30,50
12 June 2022 00:04:35,49.99
12 June 2022 00:04:40,50
12 June 2022 00:04:45,50.03
12 June 2022 00:04:50,50.03
12 June 2022 00:04:55,50.02
12 June 2022 00:05:00,50.03
12 June 2022 00:05:05,50
12 June 2022 00:05:10,50.03
12 June 2022 00:05:15,50.02
12 June 2022 00:05:20,50.03
12 June 2022 00:05:25,50.03
12 June 2022 00:05:30,50.04
12 June 2022 00:05:35,50.02
12 June 2022 00:05:40,50.02
12 June 2022 00:05:45,50.02
12 June 2022 00:05:50,50.03
12 June 2022 00:05:55,50.03
12 June 2022 00:06:00,50.03
12 June 2022 00:06:05,50.02
12 June 2022 00:06:10,50.02
12 June 2022 00:06:15,50.01
12 June 2022 00:06:20,50.03
12 June 2022 00:06:25,50.03
12 June 2022 00:06:30,50.03
12 June 2022 00:06:35,50.02
12 June 2022 00:06:40,50.03
12 June 2022 00:06:45,50.02
12 June 2022 00:06:50,50.03
12 June 2022 00:06:55,50.03
12 June 2022 00:07:00,50.04
12 June 2022 00:07:05,50.02
12 June 2022 00:07:10,50.05
12 June 2022 00:07:15,50.05
12 June 2022 00:07:20,50.04
12 June 2022 00:07:25,50.04
12 June 2022 00:07:30,50.05
12 June 2022 00:07:35,50.05
12 June 2022 00:07:40,50.04
12 June 2022 00:07:45,50.05
12 June 2022 00:07:50,50.05
12 June 2022 00:07:55,50.05
12 June 2022 00:08:00,50.05
12 June 2022 00:08:05,50.03
12 June 2022 00:08:10,50.06
12 June 2022 00:08:15,50.05
12 June 2022 00:08:20,50.04
12 June 2022 00:08:25,50.05
12 June 2022 00:08:30,50.06
12 June 2022 00:08:35,50.06
12 June 2022 00:08:40,50.05
12 June 2022 00:08:45,50.03
12 June 2022 00:08:50,50.03
12 June 2022 00:08:55,50.04
12 June 2022 00:09:00,50.04
12 June 2022 00:09:05,50.01
12 June 2022 00:09:10,50
12 June 2022 00:09:15,50.01
12 June 2022 00:09:20,50.01
12 June 2022 00:09:25,50
12 June 2022 00:09:30,50.02
12 June 2022 00:09:35,50.01
12 June 2022 00:09:40,49.99
12 June 2022 00:09:45,50
12 June 2022 00:09:50,50.01
12 June 2022 00:09:55,49.99
12 June 2022 00:10:00,49.99
12 June 2022 00:10:05,49.98
12 June 2022 00:10:10,50
12 June 2022 00:10:15,50.01
12 June 2022 00:10:20,49.98
12 June 2022 00:10:25,50
12 June 2022 00:10:30,50.01
12 June 2022 00:10:35,49.99
12 June 2022 00:10:40,49.99
12 June 2022 00:10:45,50
12 June 2022 00:10:50,50
12 June 2022 00:10:55,50
12 June 2022 00:11:00,49.98
12 June 2022 00:11:05,49.98
12 June 2022 00:11:10,49.99
12 June 2022 00:11:15,50
12 June 2022 00:11:20,49.98
12 June 2022 00:11:25,49.98
12 June 2022 00:11:30,49.99
12 June 2022 00:11:35,50
12 June 2022 00:11:40,49.99
12 June 2022 00:11:45,50
12 June 2022 00:11:50,50.01
12 June 2022 00:11:55,50
12 June 2022 00:12:00,49.99
12 June 2022 00:12:05,49.97
12 June 2022 00:12:10,49.99
12 June 2022 00:12:15,50.01
12 June 2022 00:12:20,50
12 June 2022 00:12:25,49.98
12 June 2022 00:12:30,49.99
12 June 2022 00:12:35,49.99
12 June 2022 00:12:40,49.99
12 June 2022 00:12:45,49.99
12 June 2022 00:12:50,50.01
12 June 2022 00:12:55,50.02
12 June 2022 00:13:00,50.02
12 June 2022 00:13:05,50.01
12 June 2022 00:13:10,50.02
12 June 2022 00:13:15,50.01
12 June 2022 00:13:20,50.01
12 June 2022 00:13:25,50.02
12 June 2022 00:13:30,50.01
12 June 2022 00:13:35,49.99
12 June 2022 00:13:40,49.99
12 June 2022 00:13:45,50.01
12 June 2022 00:13:50,50.02
12 June 2022 00:13:55,50.03
12 June 2022 00:14:00,50.02
12 June 2022 00:14:05,50
12 June 2022 00:14:10,50
12 June 2022 00:14:15,50.01
12 June 2022 00:14:20,50.03
12 June 2022 00:14:25,50.03
12 June 2022 00:14:30,50.02
12 June 2022 00:14:35,50.01
12 June 2022 00:14:40,50.02
12 June 2022 00:14:45,50.01
12 June 2022 00:14:50,50
12 June 2022 00:14:55,50
12 June 2022 00:15:00,50.02
12 June 2022 00:15:05,49.98
12 June 2022 00:15:10,50.02
12 June 2022 00:15:15,50.04
12 June 2022 00:15:20,50.03
12 June 2022 00:15:25,50.03
12 June 2022 00:15:30,50.03
12 June 2022 00:15:35,50.03
12 June 2022 00:15:40,50.02
12 June 2022 00:15:45,50.02
12 June 2022 00:15:50,50.03
12 June 2022 00:15:55,50.02
12 June 2022 00:16:00,50.02
12 June 2022 00:16:05,49.99
12 June 2022 00:16:10,50.01
12 June 2022 00:16:15,50.03
12 June 2022 00:16:20,50.03
12 June 2022 00:16:25,50.03
12 June 2022 00:16:30,50.03
12 June 2022 00:16:35,50.01
12 June 2022 00:16:40,49.99
12 June 2022 00:16:45,50
12 June 2022 00:16:50,50.01
12 June 2022 00:16:55,50.02
12 June 2022 00:17:00,50.02
12 June 2022 00:17:05,49.98
12 June 2022 00:17:10,50
12 June 2022 00:17:15,50.03
12 June 2022 00:17:20,50.03
12 June 2022 00:17:25,50.02
12 June 2022 00:17:30,50.02
12 June 2022 00:17:35,50.03
12 June 2022 00:17:40,50.03
12 June 2022 00:17:45,50.01
12 June 2022 00:17:50,50.01
12 June 2022 00:17:55,50.01
12 June 2022 00:18:00,50.02
12 June 2022 00:18:05,50
12 June 2022 00:18:10,50.01
12 June 2022 00:18:15,50.03
12 June 2022 00:18:20,50.02
12 June 2022 00:18:25,50.01
12 June 2022 00:18:30,50.02
12 June 2022 00:18:35,50.01
12 June 2022 00:18:40,50.01
12 June 2022 00:18:45,50.02
12 June 2022 00:18:50,50.02
12 June 2022 00:18:55,50
12 June 2022 00:19:00,49.99
12 June 2022 00:19:05,49.98
12 June 2022 00:19:10,50.01
12 June 2022 00:19:15,50.02
12 June 2022 00:19:20,50.01
12 June 2022 00:19:25,50
12 June 2022 00:19:30,50.01
12 June 2022 00:19:35,50.01
12 June 2022 00:19:40,50
12 June 2022 00:19:45,50
12 June 2022 00:19:50,50.01
12 June 2022 00:19:55,50.01
12 June 2022 00:20:00,50.01
12 June 2022 00:20:05,49.98
12 June 2022 00:20:10,50.02
12 June 2022 00:20:15,50.02
12 June 2022 00:20:20,50
12 June 2022 00:20:25,50
12 June 2022 00:20:30,50.01
12 June 2022 00:20:35,49.99
12 June 2022 00:20:40,49.97
12 June 2022 00:20:45,49.98
12 June 2022 00:20:50,50.01
12 June 2022 00:20:55,50.02
12 June 2022 00:21:00,50.02
12 June 2022 00:21:05,49.98
12 June 2022 00:21:10,49.99
12 June 2022 00:21:15,49.99
12 June 2022 00:21:20,49.99
12 June 2022 00:21:25,49.98
12 June 2022 00:21:30,49.98
12 June 2022 00:21:35,49.99
12 June 2022 00:21:40,49.99
12 June 2022 00:21:45,50.01
12 June 2022 00:21:50,50.01
12 June 2022 00:21:55,49.99
12 June 2022 00:22:00,49.99
12 June 2022 00:22:05,49.96
12 June 2022 00:22:10,49.98
12 June 2022 00:22:15,50
12 June 2022 00:22:20,50
12 June 2022 00:22:25,50.01
12 June 2022 00:22:30,50
12 June 2022 00:22:35,49.97
12 June 2022 00:22:40,49.98
12 June 2022 00:22:45,49.98
12 June 2022 00:22:50,49.98
