DATE & TIME, FREQUENCY(Hz)
12 June 2022 23:00:00,50.06
12 June 2022 23:00:05,50.03
12 June 2022 23:00:10,50.05
12 June 2022 23:00:15,50.06
12 June 2022 23:00:20,50.06
12 June 2022 23:00:25,50.06
12 June 2022 23:00:30,50.05
12 June 2022 23:00:35,50.05
12 June 2022 23:00:40,50.05
12 June 2022 23:00:45,50.04
12 June 2022 23:00:50,50.04
12 June 2022 23:00:55,50.04
12 June 2022 23:01:00,50.04
12 June 2022 23:01:05,50.03
12 June 2022 23:01:10,50.04
12 June 2022 23:01:15,50.04
12 June 2022 23:01:20,50.04
12 June 2022 23:01:25,50.04
12 June 2022 23:01:30,50.03
12 June 2022 23:01:35,50.03
12 June 2022 23:01:40,50.03
12 June 2022 23:01:45,50.04
12 June 2022 23:01:50,50.03
12 June 2022 23:01:55,50.03
12 June 2022 23:02:00,50.03
12 June 2022 23:02:05,50.01
12 June 2022 23:02:10,50.02
12 June 2022 23:02:15,50.03
12 June 2022 23:02:20,50.02
12 June 2022 23:02:25,50.02
12 June 2022 23:02:30,50.02
12 June 2022 23:02:35,50.02
12 June 2022 23:02:40,50.01
12 June 2022 23:02:45,50.02
12 June 2022 23:02:50,50.02
12 June 2022 23:02:55,50.03
12 June 2022 23:03:00,50.03
12 June 2022 23:03:05,50.02
12 June 2022 23:03:10,50.02
12 June 2022 23:03:15,50.01
12 June 2022 23:03:20,50.01
12 June 2022 23:03:25,50.01
12 June 2022 23:03:30,50.03
12 June 2022 23:03:35,50.04
12 June 2022 23:03:40,50.03
12 June 2022 23:03:45,50.01
12 June 2022 23:03:50,50.01
12 June 2022 23:03:55,50.01
12 June 2022 23:04:00,50.01
12 June 2022 23:04:05,50
12 June 2022 23:04:10,50
12 June 2022 23:04:15,50
12 June 2022 23:04:20,50.01
12 June 2022 23:04:25,50.02
12 June 2022 23:04:30,50.02
12 June 2022 23:04:35,50.02
12 June 2022 23:04:40,50.01
12 June 2022 23:04:45,50
12 June 2022 23:04:50,50
12 June 2022 23:04:55,50.02
12 June 2022 23:05:00,50.03
12 June 2022 23:05:05,49.99
12 June 2022 23:05:10,49.98
12 June 2022 23:05:15,50
12 June 2022 23:05:20,50.02
12 June 2022 23:05:25,50.01
12 June 2022 23:05:30,50
12 June 2022 23:05:35,49.99
12 June 2022 23:05:40,49.98
12 June 2022 23:05:45,49.97
12 June 2022 23:05:50,49.99
12 June 2022 23:05:55,49.98
12 June 2022 23:06:00,49.97
12 June 2022 23:06:05,49.95
12 June 2022 23:06:10,49.98
12 June 2022 23:06:15,49.98
12 June 2022 23:06:20,49.98
12 June 2022 23:06:25,49.98
12 June 2022 23:06:30,50
12 June 2022 23:06:35,49.99
12 June 2022 23:06:40,49.98
12 June 2022 23:06:45,49.98
12 June 2022 23:06:50,49.99
12 June 2022 23:06:55,50
12 June 2022 23:07:00,49.99
12 June 2022 23:07:05,49.96
12 June 2022 23:07:10,49.96
12 June 2022 23:07:15,49.97
12 June 2022 23:07:20,49.98
12 June 2022 23:07:25,49.98
12 June 2022 23:07:30,49.99
12 June 2022 23:07:35,49.99
12 June 2022 23:07:40,49.99
12 June 2022 23:07:45,49.98
12 June 2022 23:07:50,49.98
12 June 2022 23:07:55,49.99
12 June 2022 23:08:00,49.99
12 June 2022 23:08:05,49.96
12 June 2022 23:08:10,49.97
12 June 2022 23:08:15,49.98
12 June 2022 23:08:20,49.98
12 June 2022 23:08:25,49.98
12 June 2022 23:08:30,49.98
12 June 2022 23:08:35,49.98
12 June 2022 23:08:40,49.99
12 June 2022 23:08:45,49.99
12 June 2022 23:08:50,49.97
12 June 2022 23:08:55,49.96
12 June 2022 23:09:00,49.98
12 June 2022 23:09:05,49.96
12 June 2022 23:09:10,49.96
12 June 2022 23:09:15,49.96
12 June 2022 23:09:20,49.97
12 June 2022 23:09:25,49.96
12 June 2022 23:09:30,49.96
12 June 2022 23:09:35,49.96
12 June 2022 23:09:40,49.96
12 June 2022 23:09:45,49.96
12 June 2022 23:09:50,49.98
12 June 2022 23:09:55,49.97
12 June 2022 23:10:00,49.97
12 June 2022 23:10:05,49.95
12 June 2022 23:10:10,49.97
12 June 2022 23:10:15,49.98
12 June 2022 23:10:20,49.98
12 June 2022 23:10:25,49.98
12 June 2022 23:10:30,49.98
12 June 2022 23:10:35,49.96
12 June 2022 23:10:40,49.96
12 June 2022 23:10:45,49.98
12 June 2022 23:10:50,49.97
12 June 2022 23:10:55,49.96
12 June 2022 23:11:00,49.97
12 June 2022 23:11:05,49.96
12 June 2022 23:11:10,49.96
12 June 2022 23:11:15,49.97
12 June 2022 23:11:20,49.97
12 June 2022 23:11:25,49.96
12 June 2022 23:11:30,49.96
12 June 2022 23:11:35,49.95
12 June 2022 23:11:40,49.96
12 June 2022 23:11:45,49.97
12 June 2022 23:11:50,49.97
12 June 2022 23:11:55,49.94
12 June 2022 23:12:00,49.95
12 June 2022 23:12:05,49.95
12 June 2022 23:12:10,49.95
12 June 2022 23:12:15,49.95
12 June 2022 23:12:20,49.96
12 June 2022 23:12:25,49.96
12 June 2022 23:12:30,49.96
12 June 2022 23:12:35,49.96
12 June 2022 23:12:40,49.95
12 June 2022 23:12:45,49.93
12 June 2022 23:12:50,49.94
12 June 2022 23:12:55,49.96
12 June 2022 23:13:00,49.95
12 June 2022 23:13:05,49.93
12 June 2022 23:13:10,49.96
12 June 2022 23:13:15,49.97
12 June 2022 23:13:20,49.96
12 June 2022 23:13:25,49.96
12 June 2022 23:13:30,49.97
12 June 2022 23:13:35,49.95
12 June 2022 23:13:40,49.93
12 June 2022 23:13:45,49.93
12 June 2022 23:13:50,49.94
12 June 2022 23:13:55,49.95
12 June 2022 23:14:00,49.96
12 June 2022 23:14:05,49.94
12 June 2022 23:14:10,49.94
12 June 2022 23:14:15,49.94
12 June 2022 23:14:20,49.94
12 June 2022 23:14:25,49.94
12 June 2022 23:14:30,49.95
12 June 2022 23:14:35,49.95
12 June 2022 23:14:40,49.94
12 June 2022 23:14:45,49.94
12 June 2022 23:14:50,49.94
12 June 2022 23:14:55,49.94
12 June 2022 23:15:00,49.94
12 June 2022 23:15:05,49.9
12 June 2022 23:15:10,49.93
12 June 2022 23:15:15,49.94
12 June 2022 23:15:20,49.92
12 June 2022 23:15:25,49.92
12 June 2022 23:15:30,49.93
12 June 2022 23:15:35,49.93
12 June 2022 23:15:40,49.93
12 June 2022 23:15:45,49.94
12 June 2022 23:15:50,49.93
12 June 2022 23:15:55,49.94
12 June 2022 23:16:00,49.95
12 June 2022 23:16:05,49.93
12 June 2022 23:16:10,49.93
12 June 2022 23:16:15,49.92
12 June 2022 23:16:20,49.93
12 June 2022 23:16:25,49.95
12 June 2022 23:16:30,49.96
12 June 2022 23:16:35,49.95
12 June 2022 23:16:40,49.92
12 June 2022 23:16:45,49.91
12 June 2022 23:16:50,49.94
12 June 2022 23:16:55,49.93
12 June 2022 23:17:00,49.92
12 June 2022 23:17:05,49.91
12 June 2022 23:17:10,49.92
12 June 2022 23:17:15,49.95
12 June 2022 23:17:20,49.95
12 June 2022 23:17:25,49.92
12 June 2022 23:17:30,49.91
12 June 2022 23:17:35,49.91
12 June 2022 23:17:40,49.92
12 June 2022 23:17:45,49.91
12 June 2022 23:17:50,49.92
12 June 2022 23:17:55,49.94
12 June 2022 23:18:00,49.94
12 June 2022 23:18:05,49.92
12 June 2022 23:18:10,49.92
12 June 2022 23:18:15,49.93
12 June 2022 23:18:20,49.94
12 June 2022 23:18:25,49.96
12 June 2022 23:18:30,49.94
